lncRNA,miRNA,gene,immune_cell,algo,r_lnc,p_lnc,r_miR,p_miR,r_gene,p_gene,cancer
INHBA-AS1,MIR141,HDGF,Cancer.associated.fibroblast,XCELL,0.327223262,4.60E-12,-0.189270774,8.64E-05,-0.163700557,0.000704776,BLCA
INHBA-AS1,MIR141,HDGF,Macrophage,XCELL,0.355404484,4.24E-14,-0.205595628,1.94E-05,0.228409685,1.96E-06,BLCA
INHBA-AS1,MIR141,HDGF,stroma.score,XCELL,0.248262206,2.17E-07,-0.161410304,0.000838741,-0.294831601,5.70E-10,BLCA
INHBA-AS1,MIR141,HDGF,T.cell.CD4.,EPIC,-0.251498762,1.49E-07,0.220941753,4.26E-06,-0.234757937,9.88E-07,BLCA
INHBA-AS1,MIR141,HDGF,Macrophage,EPIC,0.407761987,1.86E-18,-0.200032995,3.27E-05,0.208605618,1.45E-05,BLCA
INHBA-AS1,MIR141,HDGF,NK.cell,EPIC,0.327969519,4.09E-12,-0.098964218,0.041430154,0.207476513,1.62E-05,BLCA
INHBA-AS1,MIR141,ICAM1,T.cell.CD8.,TIMER,0.375264969,1.17E-15,-0.30076877,2.46E-10,0.516379176,2.43E-30,BLCA
INHBA-AS1,MIR141,ICAM1,Neutrophil,TIMER,0.453284911,6.34E-23,-0.215082637,7.70E-06,0.816992387,3.48E-103,BLCA
INHBA-AS1,MIR141,ICAM1,Macrophage,TIMER,0.225989964,2.52E-06,-0.239134389,6.10E-07,0.311315094,5.28E-11,BLCA
INHBA-AS1,MIR141,ICAM1,Myeloid.dendritic.cell,TIMER,0.492630466,2.29E-27,-0.212301519,1.01E-05,0.788164324,3.34E-91,BLCA
INHBA-AS1,MIR141,ICAM1,T.cell.regulatory..Tregs.,CIBERSORT,-0.150101868,0.00191626,0.243197083,3.87E-07,-0.153470947,0.00150672,BLCA
INHBA-AS1,MIR141,ICAM1,Neutrophil,CIBERSORT,0.243155485,3.89E-07,-0.123206541,0.01101635,0.269201078,1.72E-08,BLCA
INHBA-AS1,MIR141,ICAM1,Neutrophil,CIBERSORT.ABS,0.283013527,2.87E-09,-0.129619575,0.007459514,0.341003797,4.94E-13,BLCA
INHBA-AS1,MIR141,ICAM1,T.cell.CD8.,QUANTISEQ,0.239704122,5.73E-07,-0.101630957,0.03622161,0.478850145,9.58E-26,BLCA
INHBA-AS1,MIR141,ICAM1,T.cell.regulatory..Tregs.,QUANTISEQ,0.401311037,7.08E-18,-0.095490815,0.049149406,0.639267409,3.35E-50,BLCA
INHBA-AS1,MIR141,ICAM1,cytotoxicity.score,MCPCOUNTER,0.323286889,8.53E-12,-0.112697873,0.020131315,0.613566929,2.58E-45,BLCA
INHBA-AS1,MIR141,ICAM1,NK.cell,MCPCOUNTER,0.319836142,1.45E-11,-0.127410952,0.008547701,0.554024636,1.46E-35,BLCA
INHBA-AS1,MIR141,ICAM1,Monocyte,MCPCOUNTER,0.391655705,4.95E-17,-0.197350339,4.19E-05,0.676152475,4.33E-58,BLCA
INHBA-AS1,MIR141,ICAM1,Myeloid.dendritic.cell,MCPCOUNTER,0.273734043,9.67E-09,-0.124977309,0.009908566,0.544359788,3.71E-34,BLCA
INHBA-AS1,MIR141,ICAM1,Cancer.associated.fibroblast,MCPCOUNTER,0.561155051,1.26E-36,-0.302622952,1.89E-10,0.556682247,5.90E-36,BLCA
INHBA-AS1,MIR141,ICAM1,Myeloid.dendritic.cell,XCELL,0.25769035,7.12E-08,-0.109584247,0.023865249,0.575235317,8.29E-39,BLCA
INHBA-AS1,MIR141,ICAM1,Cancer.associated.fibroblast,XCELL,0.327223262,4.60E-12,-0.189270774,8.64E-05,0.340905106,5.02E-13,BLCA
INHBA-AS1,MIR141,ICAM1,Macrophage,XCELL,0.355404484,4.24E-14,-0.205595628,1.94E-05,0.644723003,2.67E-51,BLCA
INHBA-AS1,MIR141,ICAM1,Monocyte,XCELL,0.35427068,5.17E-14,-0.184321902,0.000132645,0.593549919,8.29E-42,BLCA
INHBA-AS1,MIR141,ICAM1,immune.score,XCELL,0.273447121,1.00E-08,-0.125370538,0.009676417,0.605169999,8.19E-44,BLCA
INHBA-AS1,MIR141,ICAM1,stroma.score,XCELL,0.248262206,2.17E-07,-0.161410304,0.000838741,0.284993468,2.20E-09,BLCA
INHBA-AS1,MIR141,ICAM1,microenvironment.score,XCELL,0.324494156,7.07E-12,-0.171430958,0.000385164,0.605876725,6.15E-44,BLCA
INHBA-AS1,MIR141,ICAM1,Cancer.associated.fibroblast,EPIC,0.565170157,3.08E-37,-0.232113738,1.32E-06,0.506217817,4.87E-29,BLCA
INHBA-AS1,MIR141,ICAM1,T.cell.CD4.,EPIC,-0.251498762,1.49E-07,0.220941753,4.26E-06,-0.304209095,1.50E-10,BLCA
INHBA-AS1,MIR141,ICAM1,Macrophage,EPIC,0.407761987,1.86E-18,-0.200032995,3.27E-05,0.683734505,7.42E-60,BLCA
INHBA-AS1,MIR141,ICAM1,NK.cell,EPIC,0.327969519,4.09E-12,-0.098964218,0.041430154,0.493459536,1.82E-27,BLCA
INHBA-AS1,MIR141,MICB,T.cell.CD8.,TIMER,0.375264969,1.17E-15,-0.30076877,2.46E-10,0.222033126,3.81E-06,BLCA
INHBA-AS1,MIR141,MICB,Neutrophil,TIMER,0.453284911,6.34E-23,-0.215082637,7.70E-06,0.449350956,1.64E-22,BLCA
INHBA-AS1,MIR141,MICB,Macrophage,TIMER,0.225989964,2.52E-06,-0.239134389,6.10E-07,0.26039489,5.13E-08,BLCA
INHBA-AS1,MIR141,MICB,Myeloid.dendritic.cell,TIMER,0.492630466,2.29E-27,-0.212301519,1.01E-05,0.431334198,1.10E-20,BLCA
INHBA-AS1,MIR141,MICB,Neutrophil,CIBERSORT.ABS,0.283013527,2.87E-09,-0.129619575,0.007459514,0.118729151,0.014320417,BLCA
INHBA-AS1,MIR141,MICB,T.cell.CD8.,QUANTISEQ,0.239704122,5.73E-07,-0.101630957,0.03622161,0.350329353,1.02E-13,BLCA
INHBA-AS1,MIR141,MICB,T.cell.regulatory..Tregs.,QUANTISEQ,0.401311037,7.08E-18,-0.095490815,0.049149406,0.336348132,1.06E-12,BLCA
INHBA-AS1,MIR141,MICB,cytotoxicity.score,MCPCOUNTER,0.323286889,8.53E-12,-0.112697873,0.020131315,0.414053243,4.92E-19,BLCA
INHBA-AS1,MIR141,MICB,NK.cell,MCPCOUNTER,0.319836142,1.45E-11,-0.127410952,0.008547701,0.359923403,1.91E-14,BLCA
INHBA-AS1,MIR141,MICB,Monocyte,MCPCOUNTER,0.391655705,4.95E-17,-0.197350339,4.19E-05,0.426414625,3.32E-20,BLCA
INHBA-AS1,MIR141,MICB,Myeloid.dendritic.cell,MCPCOUNTER,0.273734043,9.67E-09,-0.124977309,0.009908566,0.230026418,1.65E-06,BLCA
INHBA-AS1,MIR141,MICB,Cancer.associated.fibroblast,MCPCOUNTER,0.561155051,1.26E-36,-0.302622952,1.89E-10,0.138679402,0.004178241,BLCA
INHBA-AS1,MIR141,MICB,Myeloid.dendritic.cell,XCELL,0.25769035,7.12E-08,-0.109584247,0.023865249,0.274245407,9.05E-09,BLCA
INHBA-AS1,MIR141,MICB,Macrophage,XCELL,0.355404484,4.24E-14,-0.205595628,1.94E-05,0.349349435,1.21E-13,BLCA
INHBA-AS1,MIR141,MICB,Monocyte,XCELL,0.35427068,5.17E-14,-0.184321902,0.000132645,0.211299924,1.12E-05,BLCA
INHBA-AS1,MIR141,MICB,immune.score,XCELL,0.273447121,1.00E-08,-0.125370538,0.009676417,0.270230417,1.51E-08,BLCA
INHBA-AS1,MIR141,MICB,stroma.score,XCELL,0.248262206,2.17E-07,-0.161410304,0.000838741,-0.105473381,0.029701168,BLCA
INHBA-AS1,MIR141,MICB,microenvironment.score,XCELL,0.324494156,7.07E-12,-0.171430958,0.000385164,0.16403339,0.000687046,BLCA
INHBA-AS1,MIR141,MICB,Cancer.associated.fibroblast,EPIC,0.565170157,3.08E-37,-0.232113738,1.32E-06,0.191556487,7.06E-05,BLCA
INHBA-AS1,MIR141,MICB,T.cell.CD4.,EPIC,-0.251498762,1.49E-07,0.220941753,4.26E-06,-0.134550499,0.005464343,BLCA
INHBA-AS1,MIR141,MICB,Macrophage,EPIC,0.407761987,1.86E-18,-0.200032995,3.27E-05,0.388824624,8.65E-17,BLCA
INHBA-AS1,MIR141,MICB,NK.cell,EPIC,0.327969519,4.09E-12,-0.098964218,0.041430154,0.304190493,1.50E-10,BLCA
INHBA-AS1,MIR141,PSMC2,T.cell.CD8.,TIMER,0.375264969,1.17E-15,-0.30076877,2.46E-10,0.245621991,2.94E-07,BLCA
INHBA-AS1,MIR141,PSMC2,Neutrophil,TIMER,0.453284911,6.34E-23,-0.215082637,7.70E-06,0.289566053,1.18E-09,BLCA
INHBA-AS1,MIR141,PSMC2,Macrophage,TIMER,0.225989964,2.52E-06,-0.239134389,6.10E-07,0.268452871,1.89E-08,BLCA
INHBA-AS1,MIR141,PSMC2,Myeloid.dendritic.cell,TIMER,0.492630466,2.29E-27,-0.212301519,1.01E-05,0.34019415,5.65E-13,BLCA
INHBA-AS1,MIR141,PSMC2,T.cell.regulatory..Tregs.,CIBERSORT,-0.150101868,0.00191626,0.243197083,3.87E-07,-0.173443625,0.000327691,BLCA
INHBA-AS1,MIR141,PSMC2,Neutrophil,CIBERSORT.ABS,0.283013527,2.87E-09,-0.129619575,0.007459514,0.10721301,0.027097039,BLCA
INHBA-AS1,MIR141,PSMC2,T.cell.CD8.,QUANTISEQ,0.239704122,5.73E-07,-0.101630957,0.03622161,0.164285095,0.000673913,BLCA
INHBA-AS1,MIR141,PSMC2,cytotoxicity.score,MCPCOUNTER,0.323286889,8.53E-12,-0.112697873,0.020131315,0.225823576,2.57E-06,BLCA
INHBA-AS1,MIR141,PSMC2,NK.cell,MCPCOUNTER,0.319836142,1.45E-11,-0.127410952,0.008547701,0.229387066,1.76E-06,BLCA
INHBA-AS1,MIR141,PSMC2,Monocyte,MCPCOUNTER,0.391655705,4.95E-17,-0.197350339,4.19E-05,0.274447015,8.82E-09,BLCA
INHBA-AS1,MIR141,PSMC2,Macrophage,XCELL,0.355404484,4.24E-14,-0.205595628,1.94E-05,0.25089903,1.59E-07,BLCA
INHBA-AS1,MIR141,PSMC2,stroma.score,XCELL,0.248262206,2.17E-07,-0.161410304,0.000838741,-0.209119917,1.38E-05,BLCA
INHBA-AS1,MIR141,PSMC2,T.cell.CD4.,EPIC,-0.251498762,1.49E-07,0.220941753,4.26E-06,-0.191630426,7.01E-05,BLCA
INHBA-AS1,MIR141,PSMC2,Macrophage,EPIC,0.407761987,1.86E-18,-0.200032995,3.27E-05,0.216097763,6.95E-06,BLCA
INHBA-AS1,MIR141,PSMC2,NK.cell,EPIC,0.327969519,4.09E-12,-0.098964218,0.041430154,0.181099404,0.00017435,BLCA
INHBA-AS1,MIR141,SHC1,T.cell.CD8.,TIMER,0.375264969,1.17E-15,-0.30076877,2.46E-10,0.380785564,4.10E-16,BLCA
INHBA-AS1,MIR141,SHC1,Neutrophil,TIMER,0.453284911,6.34E-23,-0.215082637,7.70E-06,0.393602726,3.36E-17,BLCA
INHBA-AS1,MIR141,SHC1,Macrophage,TIMER,0.225989964,2.52E-06,-0.239134389,6.10E-07,0.288030573,1.46E-09,BLCA
INHBA-AS1,MIR141,SHC1,Myeloid.dendritic.cell,TIMER,0.492630466,2.29E-27,-0.212301519,1.01E-05,0.374183614,1.43E-15,BLCA
INHBA-AS1,MIR141,SHC1,T.cell.regulatory..Tregs.,CIBERSORT,-0.150101868,0.00191626,0.243197083,3.87E-07,-0.209140183,1.38E-05,BLCA
INHBA-AS1,MIR141,SHC1,Neutrophil,CIBERSORT,0.243155485,3.89E-07,-0.123206541,0.01101635,0.201650616,2.81E-05,BLCA
INHBA-AS1,MIR141,SHC1,Neutrophil,CIBERSORT.ABS,0.283013527,2.87E-09,-0.129619575,0.007459514,0.224839755,2.85E-06,BLCA
INHBA-AS1,MIR141,SHC1,T.cell.regulatory..Tregs.,QUANTISEQ,0.401311037,7.08E-18,-0.095490815,0.049149406,0.146837856,0.002407832,BLCA
INHBA-AS1,MIR141,SHC1,cytotoxicity.score,MCPCOUNTER,0.323286889,8.53E-12,-0.112697873,0.020131315,0.216051805,6.99E-06,BLCA
INHBA-AS1,MIR141,SHC1,NK.cell,MCPCOUNTER,0.319836142,1.45E-11,-0.127410952,0.008547701,0.257353957,7.42E-08,BLCA
INHBA-AS1,MIR141,SHC1,Monocyte,MCPCOUNTER,0.391655705,4.95E-17,-0.197350339,4.19E-05,0.354436073,5.03E-14,BLCA
INHBA-AS1,MIR141,SHC1,Myeloid.dendritic.cell,MCPCOUNTER,0.273734043,9.67E-09,-0.124977309,0.009908566,0.160106923,0.000925123,BLCA
INHBA-AS1,MIR141,SHC1,Cancer.associated.fibroblast,MCPCOUNTER,0.561155051,1.26E-36,-0.302622952,1.89E-10,0.200164918,3.23E-05,BLCA
INHBA-AS1,MIR141,SHC1,Macrophage,XCELL,0.355404484,4.24E-14,-0.205595628,1.94E-05,0.157450739,0.00112713,BLCA
INHBA-AS1,MIR141,SHC1,Monocyte,XCELL,0.35427068,5.17E-14,-0.184321902,0.000132645,0.175325956,0.000281274,BLCA
INHBA-AS1,MIR141,SHC1,Cancer.associated.fibroblast,EPIC,0.565170157,3.08E-37,-0.232113738,1.32E-06,0.193943349,5.70E-05,BLCA
INHBA-AS1,MIR141,SHC1,Macrophage,EPIC,0.407761987,1.86E-18,-0.200032995,3.27E-05,0.172628691,0.000349924,BLCA
INHBA-AS1,MIR141,TNFAIP3,T.cell.CD8.,TIMER,0.375264969,1.17E-15,-0.30076877,2.46E-10,0.491739051,2.93E-27,BLCA
INHBA-AS1,MIR141,TNFAIP3,Neutrophil,TIMER,0.453284911,6.34E-23,-0.215082637,7.70E-06,0.746688499,6.55E-77,BLCA
INHBA-AS1,MIR141,TNFAIP3,Macrophage,TIMER,0.225989964,2.52E-06,-0.239134389,6.10E-07,0.176398789,0.000257642,BLCA
INHBA-AS1,MIR141,TNFAIP3,Myeloid.dendritic.cell,TIMER,0.492630466,2.29E-27,-0.212301519,1.01E-05,0.660017664,1.68E-54,BLCA
INHBA-AS1,MIR141,TNFAIP3,T.cell.regulatory..Tregs.,CIBERSORT,-0.150101868,0.00191626,0.243197083,3.87E-07,-0.131855846,0.006485538,BLCA
INHBA-AS1,MIR141,TNFAIP3,Neutrophil,CIBERSORT,0.243155485,3.89E-07,-0.123206541,0.01101635,0.323967498,7.67E-12,BLCA
INHBA-AS1,MIR141,TNFAIP3,Neutrophil,CIBERSORT.ABS,0.283013527,2.87E-09,-0.129619575,0.007459514,0.378657521,6.15E-16,BLCA
INHBA-AS1,MIR141,TNFAIP3,T.cell.CD8.,QUANTISEQ,0.239704122,5.73E-07,-0.101630957,0.03622161,0.414223131,4.75E-19,BLCA
INHBA-AS1,MIR141,TNFAIP3,T.cell.regulatory..Tregs.,QUANTISEQ,0.401311037,7.08E-18,-0.095490815,0.049149406,0.554253534,1.35E-35,BLCA
INHBA-AS1,MIR141,TNFAIP3,cytotoxicity.score,MCPCOUNTER,0.323286889,8.53E-12,-0.112697873,0.020131315,0.477145425,1.50E-25,BLCA
INHBA-AS1,MIR141,TNFAIP3,NK.cell,MCPCOUNTER,0.319836142,1.45E-11,-0.127410952,0.008547701,0.406400088,2.47E-18,BLCA
INHBA-AS1,MIR141,TNFAIP3,Monocyte,MCPCOUNTER,0.391655705,4.95E-17,-0.197350339,4.19E-05,0.496712104,7.33E-28,BLCA
INHBA-AS1,MIR141,TNFAIP3,Myeloid.dendritic.cell,MCPCOUNTER,0.273734043,9.67E-09,-0.124977309,0.009908566,0.464099201,4.34E-24,BLCA
INHBA-AS1,MIR141,TNFAIP3,Cancer.associated.fibroblast,MCPCOUNTER,0.561155051,1.26E-36,-0.302622952,1.89E-10,0.400540714,8.29E-18,BLCA
INHBA-AS1,MIR141,TNFAIP3,Myeloid.dendritic.cell,XCELL,0.25769035,7.12E-08,-0.109584247,0.023865249,0.411810338,7.94E-19,BLCA
INHBA-AS1,MIR141,TNFAIP3,Cancer.associated.fibroblast,XCELL,0.327223262,4.60E-12,-0.189270774,8.64E-05,0.259444373,5.76E-08,BLCA
INHBA-AS1,MIR141,TNFAIP3,Macrophage,XCELL,0.355404484,4.24E-14,-0.205595628,1.94E-05,0.364255727,8.82E-15,BLCA
INHBA-AS1,MIR141,TNFAIP3,Monocyte,XCELL,0.35427068,5.17E-14,-0.184321902,0.000132645,0.495382873,1.06E-27,BLCA
INHBA-AS1,MIR141,TNFAIP3,immune.score,XCELL,0.273447121,1.00E-08,-0.125370538,0.009676417,0.469076925,1.22E-24,BLCA
INHBA-AS1,MIR141,TNFAIP3,stroma.score,XCELL,0.248262206,2.17E-07,-0.161410304,0.000838741,0.200586125,3.11E-05,BLCA
INHBA-AS1,MIR141,TNFAIP3,microenvironment.score,XCELL,0.324494156,7.07E-12,-0.171430958,0.000385164,0.467353801,1.90E-24,BLCA
INHBA-AS1,MIR141,TNFAIP3,Cancer.associated.fibroblast,EPIC,0.565170157,3.08E-37,-0.232113738,1.32E-06,0.368521674,4.06E-15,BLCA
INHBA-AS1,MIR141,TNFAIP3,Macrophage,EPIC,0.407761987,1.86E-18,-0.200032995,3.27E-05,0.492975098,2.08E-27,BLCA
INHBA-AS1,MIR141,TNFAIP3,NK.cell,EPIC,0.327969519,4.09E-12,-0.098964218,0.041430154,0.271322787,1.32E-08,BLCA
LINC00460,MIR149,BIRC5,T.cell.CD8.,TIMER,0.405446787,3.02E-18,-0.210720205,1.18E-05,0.166459854,0.000569751,BLCA
LINC00460,MIR149,BIRC5,Neutrophil,TIMER,0.522000309,4.44E-31,-0.210270098,1.24E-05,0.142914915,0.003149464,BLCA
LINC00460,MIR149,BIRC5,Macrophage,TIMER,0.221688163,3.94E-06,-0.10545023,0.029737221,0.156743444,0.001187387,BLCA
LINC00460,MIR149,BIRC5,Myeloid.dendritic.cell,TIMER,0.589566684,3.87E-41,-0.283537559,2.67E-09,0.233903019,1.08E-06,BLCA
LINC00460,MIR149,BIRC5,T.cell.regulatory..Tregs.,CIBERSORT,-0.183916384,0.000137323,0.147671256,0.00227243,-0.103371246,0.033131437,BLCA
LINC00460,MIR149,BIRC5,T.cell.CD8.,QUANTISEQ,0.322934299,9.01E-12,-0.122121409,0.011748165,0.121741695,0.012014211,BLCA
LINC00460,MIR149,BIRC5,T.cell.CD8.,MCPCOUNTER,0.291985485,8.47E-10,-0.124042883,0.010480162,0.121949496,0.011867963,BLCA
LINC00460,MIR149,BIRC5,cytotoxicity.score,MCPCOUNTER,0.540729075,1.22E-33,-0.278681004,5.08E-09,0.248124619,2.20E-07,BLCA
LINC00460,MIR149,BIRC5,NK.cell,MCPCOUNTER,0.45030859,1.30E-22,-0.191309082,7.22E-05,0.218425849,5.50E-06,BLCA
LINC00460,MIR149,BIRC5,Monocyte,MCPCOUNTER,0.520090149,7.95E-31,-0.263404369,3.55E-08,0.200394554,3.16E-05,BLCA
LINC00460,MIR149,BIRC5,Myeloid.dendritic.cell,MCPCOUNTER,0.280809184,3.84E-09,-0.142726848,0.003189749,-0.0983319,0.042753896,BLCA
LINC00460,MIR149,BIRC5,Eosinophil,XCELL,-0.311510426,5.13E-11,0.237535697,7.29E-07,-0.34207911,4.13E-13,BLCA
LINC00460,MIR149,BIRC5,Macrophage,XCELL,0.549383977,7.00E-35,-0.240586682,5.19E-07,0.188806884,9.00E-05,BLCA
LINC00460,MIR149,BIRC5,microenvironment.score,XCELL,0.298677772,3.32E-10,-0.130620813,0.007008337,-0.130425974,0.007094172,BLCA
LINC00460,MIR149,BIRC5,T.cell.CD4.,EPIC,-0.345405573,2.36E-13,0.144306746,0.002865403,-0.334269122,1.49E-12,BLCA
LINC00460,MIR149,BIRC5,T.cell.CD8.,EPIC,-0.217397844,6.10E-06,0.212901244,9.56E-06,-0.174723547,0.000295415,BLCA
LINC00460,MIR149,BIRC5,Endothelial.cell,EPIC,-0.193276148,6.06E-05,0.125570985,0.00955995,-0.368084601,4.40E-15,BLCA
LINC00460,MIR149,BIRC5,Macrophage,EPIC,0.515091868,3.58E-30,-0.238131716,6.82E-07,0.205601913,1.94E-05,BLCA
LINC00460,MIR149,BIRC5,NK.cell,EPIC,0.434886336,4.89E-21,-0.166214662,0.000580698,0.266308171,2.48E-08,BLCA
LINC00460,MIR149,CD3D,T.cell.CD8.,TIMER,0.405446787,3.02E-18,-0.210720205,1.18E-05,0.318354963,1.83E-11,BLCA
LINC00460,MIR149,CD3D,Neutrophil,TIMER,0.522000309,4.44E-31,-0.210270098,1.24E-05,0.645079671,2.26E-51,BLCA
LINC00460,MIR149,CD3D,Macrophage,TIMER,0.221688163,3.94E-06,-0.10545023,0.029737221,0.103935747,0.032178637,BLCA
LINC00460,MIR149,CD3D,Myeloid.dendritic.cell,TIMER,0.589566684,3.87E-41,-0.283537559,2.67E-09,0.633644176,4.30E-49,BLCA
LINC00460,MIR149,CD3D,T.cell.CD8.,QUANTISEQ,0.322934299,9.01E-12,-0.122121409,0.011748165,0.695173046,1.26E-62,BLCA
LINC00460,MIR149,CD3D,Myeloid.dendritic.cell,QUANTISEQ,-0.385955947,1.52E-16,0.152063821,0.001666864,-0.172313446,0.000358896,BLCA
LINC00460,MIR149,CD3D,T.cell.CD8.,MCPCOUNTER,0.291985485,8.47E-10,-0.124042883,0.010480162,0.690996446,1.34E-61,BLCA
LINC00460,MIR149,CD3D,cytotoxicity.score,MCPCOUNTER,0.540729075,1.22E-33,-0.278681004,5.08E-09,0.767081129,1.45E-83,BLCA
LINC00460,MIR149,CD3D,NK.cell,MCPCOUNTER,0.45030859,1.30E-22,-0.191309082,7.22E-05,0.637725479,6.77E-50,BLCA
LINC00460,MIR149,CD3D,Monocyte,MCPCOUNTER,0.520090149,7.95E-31,-0.263404369,3.55E-08,0.572458324,2.28E-38,BLCA
LINC00460,MIR149,CD3D,Myeloid.dendritic.cell,MCPCOUNTER,0.280809184,3.84E-09,-0.142726848,0.003189749,0.608331924,2.26E-44,BLCA
LINC00460,MIR149,CD3D,Cancer.associated.fibroblast,MCPCOUNTER,0.407743305,1.87E-18,-0.188195099,9.49E-05,0.365626939,6.88E-15,BLCA
LINC00460,MIR149,CD3D,Myeloid.dendritic.cell,XCELL,0.35012803,1.06E-13,-0.154813882,0.001367175,0.717553216,1.94E-68,BLCA
LINC00460,MIR149,CD3D,Eosinophil,XCELL,-0.311510426,5.13E-11,0.237535697,7.29E-07,-0.110526263,0.022677025,BLCA
LINC00460,MIR149,CD3D,Macrophage,XCELL,0.549383977,7.00E-35,-0.240586682,5.19E-07,0.6134155,2.75E-45,BLCA
LINC00460,MIR149,CD3D,Monocyte,XCELL,0.42639568,3.33E-20,-0.161818057,0.000813288,0.637705106,6.84E-50,BLCA
LINC00460,MIR149,CD3D,immune.score,XCELL,0.366608475,5.76E-15,-0.140972175,0.003588779,0.795940535,3.04E-94,BLCA
LINC00460,MIR149,CD3D,microenvironment.score,XCELL,0.298677772,3.32E-10,-0.130620813,0.007008337,0.714659717,1.18E-67,BLCA
LINC00460,MIR149,CD3D,Cancer.associated.fibroblast,EPIC,0.387339152,1.16E-16,-0.137954224,0.004382131,0.310013221,6.41E-11,BLCA
LINC00460,MIR149,CD3D,Endothelial.cell,EPIC,-0.193276148,6.06E-05,0.125570985,0.00955995,0.108657834,0.025085896,BLCA
LINC00460,MIR149,CD3D,Macrophage,EPIC,0.515091868,3.58E-30,-0.238131716,6.82E-07,0.657746974,5.15E-54,BLCA
LINC00460,MIR149,CD3D,NK.cell,EPIC,0.434886336,4.89E-21,-0.166214662,0.000580698,0.448524427,2.00E-22,BLCA
LINC00460,MIR149,FASLG,T.cell.CD8.,TIMER,0.405446787,3.02E-18,-0.210720205,1.18E-05,0.411438691,8.59E-19,BLCA
LINC00460,MIR149,FASLG,Neutrophil,TIMER,0.522000309,4.44E-31,-0.210270098,1.24E-05,0.648663199,4.16E-52,BLCA
LINC00460,MIR149,FASLG,Macrophage,TIMER,0.221688163,3.94E-06,-0.10545023,0.029737221,0.133132497,0.005982129,BLCA
LINC00460,MIR149,FASLG,Myeloid.dendritic.cell,TIMER,0.589566684,3.87E-41,-0.283537559,2.67E-09,0.640568292,1.84E-50,BLCA
LINC00460,MIR149,FASLG,T.cell.regulatory..Tregs.,CIBERSORT,-0.183916384,0.000137323,0.147671256,0.00227243,-0.133055832,0.006011339,BLCA
LINC00460,MIR149,FASLG,T.cell.CD8.,QUANTISEQ,0.322934299,9.01E-12,-0.122121409,0.011748165,0.732880661,9.34E-73,BLCA
LINC00460,MIR149,FASLG,Myeloid.dendritic.cell,QUANTISEQ,-0.385955947,1.52E-16,0.152063821,0.001666864,-0.144926736,0.002746539,BLCA
LINC00460,MIR149,FASLG,T.cell.CD8.,MCPCOUNTER,0.291985485,8.47E-10,-0.124042883,0.010480162,0.720767825,2.55E-69,BLCA
LINC00460,MIR149,FASLG,cytotoxicity.score,MCPCOUNTER,0.540729075,1.22E-33,-0.278681004,5.08E-09,0.841815705,2.43E-115,BLCA
LINC00460,MIR149,FASLG,NK.cell,MCPCOUNTER,0.45030859,1.30E-22,-0.191309082,7.22E-05,0.768179462,6.08E-84,BLCA
LINC00460,MIR149,FASLG,Monocyte,MCPCOUNTER,0.520090149,7.95E-31,-0.263404369,3.55E-08,0.586065721,1.47E-40,BLCA
LINC00460,MIR149,FASLG,Myeloid.dendritic.cell,MCPCOUNTER,0.280809184,3.84E-09,-0.142726848,0.003189749,0.514163588,4.72E-30,BLCA
LINC00460,MIR149,FASLG,Cancer.associated.fibroblast,MCPCOUNTER,0.407743305,1.87E-18,-0.188195099,9.49E-05,0.291168365,9.48E-10,BLCA
LINC00460,MIR149,FASLG,Myeloid.dendritic.cell,XCELL,0.35012803,1.06E-13,-0.154813882,0.001367175,0.581014682,9.83E-40,BLCA
LINC00460,MIR149,FASLG,Eosinophil,XCELL,-0.311510426,5.13E-11,0.237535697,7.29E-07,-0.206514265,1.78E-05,BLCA
LINC00460,MIR149,FASLG,Macrophage,XCELL,0.549383977,7.00E-35,-0.240586682,5.19E-07,0.613441277,2.72E-45,BLCA
LINC00460,MIR149,FASLG,Monocyte,XCELL,0.42639568,3.33E-20,-0.161818057,0.000813288,0.495839372,9.37E-28,BLCA
LINC00460,MIR149,FASLG,immune.score,XCELL,0.366608475,5.76E-15,-0.140972175,0.003588779,0.677524969,2.09E-58,BLCA
LINC00460,MIR149,FASLG,microenvironment.score,XCELL,0.298677772,3.32E-10,-0.130620813,0.007008337,0.559251989,2.44E-36,BLCA
LINC00460,MIR149,FASLG,Cancer.associated.fibroblast,EPIC,0.387339152,1.16E-16,-0.137954224,0.004382131,0.268455006,1.89E-08,BLCA
LINC00460,MIR149,FASLG,T.cell.CD4.,EPIC,-0.345405573,2.36E-13,0.144306746,0.002865403,-0.131215872,0.006751911,BLCA
LINC00460,MIR149,FASLG,Macrophage,EPIC,0.515091868,3.58E-30,-0.238131716,6.82E-07,0.636739166,1.06E-49,BLCA
LINC00460,MIR149,FASLG,NK.cell,EPIC,0.434886336,4.89E-21,-0.166214662,0.000580698,0.4850609,1.82E-26,BLCA
LINC00460,MIR149,HLA-A,T.cell.CD8.,TIMER,0.405446787,3.02E-18,-0.210720205,1.18E-05,0.235905223,8.72E-07,BLCA
LINC00460,MIR149,HLA-A,Neutrophil,TIMER,0.522000309,4.44E-31,-0.210270098,1.24E-05,0.613175658,3.04E-45,BLCA
LINC00460,MIR149,HLA-A,Myeloid.dendritic.cell,TIMER,0.589566684,3.87E-41,-0.283537559,2.67E-09,0.593418424,8.73E-42,BLCA
